Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
Audit Junior (5 working days),H.H. Lam & Co. CPA Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Executive Assistant in Office of the President (Ref: 2400902),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),21.4K per month,2024-08-26
Project Officer in Department of Psychology (Ref: 2400869),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),32K per month,2024-08-26
Clerk (Service Admin.),Bio-Gene Technology Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-10
到校英語課程導師 (Freelance),Road To Cambridge Education Provider Limited,"Part Time, Temporary",HKD ($),150 - 200 per hour,2024-09-05
Programmer,MobileTech Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-09
"Freelance Writer/ Part-time Editorial Assistant（Chinese History, History, Geography, and Humanities Studies）",Ling Kee Publishing Co Ltd,"Part Time, Temporary",HKD ($),60 - 65 per hour,2024-09-09
Assistant Editor (Science),Ling Kee Publishing Co Ltd,"Full Time, Graduate",HKD ($),13K - 15K per month,2024-09-09
下午初中導師(4/5天)(鑽石山)/ S1-S3 Secondary School Tutor (PM)(4/5 days) (Diamond Hill),Bright Union International Limited,"Full Time, Graduate",HKD ($),8.3K - 10.3K per month,2024-08-31
Reporter,AM730 Media Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
行政助理 (5天)(鑽石山)/Administrative Assistant (5 days)(Diamond Hill),Bright Union International Limited,"Full Time, Graduate",HKD ($),14.8K per month,2024-08-31
Project Coordinator (Welcome Fresh Graduates),MediConCen Limited,"Full Time, Graduate",HKD ($),17.5K - 19.5K per month,2024-08-31
Business Lawyer Intern( 1-2 days per week),MediConCen Limited,"Part Time, Internship",HKD ($),40 - 45 per hour,2024-09-07
Executive - Business Development (5-day work),AM730 Media Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
Reporter/Editor(港聞版),AM730 Media Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-08-31
Guest Service Agent,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),16K per month,2024-09-08
Reservations Agent,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),16K per month,2024-09-08
Bell Captain,"Dorsett Kai Tak, Hong Kong","Full Time, Graduate",HKD ($),17K per month,2024-09-08
Fund Accountant (Fresh graduates are welcome),Langham Hall Hong Kong Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-09-08
Company Secretarial Officer/Assistant Company Secretarial Officer,Yue Yuen Industrial (Holdings) Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-07
Tutor,Zenith Education Centre,"Part Time, Temporary",HKD ($),80 - 150 per hour,2024-08-31
PE Fund Coordinator (Compliance Graduate),Langham Hall Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Sports Performance Researcher,Ai Sports Coach Limited,"Full Time, Graduate",HKD ($),20K - 45K per month,2024-09-08
Gradudate Engineer,Meinhardt (C&S) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
全職英文教師 (廣東話母語),Star Ace Education,"Full Time, Graduate",HKD ($),30K - 80K per month,2024-08-31
Graduate Engineer (EL),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-08
Graduate Engineer (ME),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Graduate Engineer (BS),Meinhardt (M&E) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Marketing Trainee,AO JIE PLASTIC TOYS FACTORY LTD,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-08
"Graduate Consultant/ Associate Consultant (RAMS, EMC)",Beijing Urban Construction Design (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),18K - 26K per month,2024-09-07
Legal Secretary,Chan King Wong and Co.,"Full Time, Graduate",HKD ($),18K - 23K per month,2024-09-07
Assistant Officer/Senior Clerk-Accounting,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
Assistant-Advertising,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K per month,2024-09-07
初中英文導師(6天) (粉嶺),Bright Union International Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-08-29
Medical Sales Representative,DKSH Hong Kong Limited,"Full Time, Graduate",HKD ($),22K - 24K per month,2024-09-07
Trade Compliance Officer,Crystal International Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
Compliance - legal internship,Alpha Calibration (Hong Kong) Limited,"Part Time, Internship",HKD ($),50 - 60 per hour,2024-09-07
Social Worker (CY/SW (Daylily)),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Project Assistant,GHM Greater Bay Institute of Urban Architecture (Hong Kong) Co. Ltd.,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-30
FSR (Sales Associate) - Filipino Speaker,Stratos Group Services Limited,"Full Time, Graduate",HKD ($),20K - 22K per month,2024-09-07
Assistant System Administration Officer,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
出納員 Cashier,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),11K - 14K per month,2024-09-07
珠寶銷售顧問/珠寶銷售高級顧問,Luk Fook Holdings Company Limited,"Full Time, Graduate",HKD ($),13K - 18K per month,2024-09-07
Audit Junior,Smart CPA (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
Intern(Data team),Zurich Services (Hong Kong) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Project Assistant (Home Visitation Project for Newborn),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Translator (Japanese Speaking),Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K per month,2024-09-07
Programmer – Decision Support Services,Tradelink Technologies Limited,"Part Time, Internship",HKD ($),80 - 85 per hour,2024-08-31
兼職文員,Superstar International Education Company Limited,"Part Time, Temporary",HKD ($),60 - 65 per hour,2024-09-07
MARKETING ASSISTANT – SHKP CLUB,Sun Hung Kai Properties Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
"KPMG China Graduate Programme 2023-2024 – Audit, Tax & Advisory",KPMG,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
Project Planner,Ericsson,"Full Time, Graduate",HKD ($),22K - 31K per month,2024-08-31
全職英文教室導師 Centre Tutor (Eng) - 粉嶺聯和墟 / 天水圍,Popular Learning Centre (Union Plaza) Limited,"Full Time, Graduate",HKD ($),18K - 21K per month,2024-08-31
Business Development Sales Executive,JAG Ideas Company Limited,"Part Time, Internship",HKD ($),50 - 100 per hour,2024-09-07
Service Engineer,Keymax Technology (Hong Kong) Ltd,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-06
Project Social Worker (New Project),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Social Worker (CCI/RSW),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Junior Dealer / Dealer (Day-shift) (5-day work),Centaline Securities Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-08-25
Operations Assistant,DL Holdings Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Building Services Engineer,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-09-07
Assistant Quantity Surveyor,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-09-07
Graduate Engineer,Unistress Building Construction Limited,"Full Time, Graduate",HKD ($),20K - 27K per month,2024-09-07
Project Clerk (TC/CK),Against Child Abuse Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
Project Executive (Event Marketing),Asia Motion E-Sports Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-07
Java Programmer,Todaimae Language Centre,"Part Time, Internship",HKD ($),60 - 70 per hour,2024-09-07
School Administrative Officer PT,Todaimae Language Centre,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
Intern (Human Resources & Administration),Kerry Logistics (Hong Kong) Limited,"Part Time, Internship",HKD ($),65 per hour,2024-08-31
System Engineer Trainee - Data Security (Work-life-balance),Top Level Corporation Limited,"Full Time, Graduate",HKD ($),17K per month,2024-09-03
BMS 電子技術員 (Technician),EC Infotech Ltd,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
Part-time homework tutor (on campus),HONG KONG PLAYGROUND ASSOCIATION-SOCIAL ENTERPRISE,"Part Time, Temporary",HKD ($),140 - 175 per hour,2024-09-06
Content creator - product education,Boutir Limited,"Part Time, Temporary",HKD ($),80 - 120 per hour,2024-09-07
Project Manager (Local Tour and Client Coordination),Storius Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-30
"Intern, Valuation & Advisory Services",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
社工 P3-SW3-KNMH/HO,Christian Family Service Centre,"Full Time, Graduate",HKD ($),Negotiable,2024-09-07
"Intern, Agency Leasing",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-07
Multimedia Designer/ Animator,Allua Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Digital Marketing Strategist,Allua Limited,"Full Time, Graduate",HKD ($),18K - 28K per month,2024-09-05
Video & Photography Talent/ Actor/ Actress,Allua Limited,"Part Time, Temporary",HKD ($),10K - 20K per month,2024-09-06
Video Production Crew,Allua Limited,"Full Time, Temporary",HKD ($),Negotiable,2024-09-06
Digital Marketing Specialist (Intern) (Digital Agency located in Central),Allua Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Quality Engineer/Quality manager(Station at Dongguan),Blue Ocean Innovation Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-07
Engineer/Assistant Engineer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K - 17K per month,2024-09-07
兼職導師 Part-time Tutor (筲箕灣/青衣/荃灣/石門/九龍灣分校),Dr. Kids Education Group Limited,"Part Time, Temporary",HKD ($),60 - 120 per hour,2024-09-07
Assistant-Marketing,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K per month,2024-09-07
Graphic Designer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
Buyer,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),13K - 14K per month,2024-09-07
Assistant-Company Secretarial,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-07
教育客戶服務主任/銷售與行政助理 Customer Service Officer/Sales Administrator(將軍澳坑口),Dr. Kids Education Group Limited,"Full Time, Graduate",HKD ($),15K - 19K per month,2024-09-07
Technician-Quality Assurance,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),14K - 14.5K per month,2024-09-07
Assistant-Research & Development,Nissin Foods (H.K.) Management Company Limited,"Full Time, Graduate",HKD ($),16K per month,2024-09-07
Social Media Executive,DYNAMIC PROFESSIONAL SERVICES COMPANY LIMITED,"Part Time, Temporary",HKD ($),60 per hour,2024-08-30
Electronic / Electrical Engineer,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-04
遊戲開發工程師,HK TUYOO TECHNOLOGY LIMITED,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-06
Product Advisor,Anson Tools Holdings Limited,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-06
Graduate Engineer,Anson Tools Holdings Limited,"Full Time, Graduate",HKD ($),16K - 23K per month,2024-09-06
Project Management Trainee,Anson Tools Holdings Limited,"Management Trainee, Full Time, Graduate",HKD ($),16K - 23K per month,2024-09-06
Reporter - Online News,The Standard Newspapers Publishing Limited,"Full Time, Graduate",HKD ($),16K - 17K per month,2024-08-31
Part Time Reporter (Online News),The Standard Newspapers Publishing Limited,"Part Time, Temporary",HKD ($),500 - 600 per day,2024-08-31
Frontend developer intern,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-03
Programmer intern,Xinics Company Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-03
System Engineer,UNOTECH LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Asset Management Trainee,Polar Management Company,"Management Trainee, Full Time, Graduate",HKD ($),12K - 18K per month,2024-08-31
二級/三項目主任 (PO II) (合約) (編號：TSWD/82324),St. James' Settlement,"Full Time, Graduate",HKD ($),16.87K per month,2024-09-06
Intern / Assistant (Human Resources Department),Christian Family Service Centre,"Part Time, Internship",HKD ($),Negotiable,2024-09-06
Regional Portfolio Trainee (Product Marketing),Robert Bosch Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-06
Customer Service Executive - Commoditites,Brink's Hong Kong Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-09-06
TRAINEE: Data Quality Assistant,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-06
Internship - Audit,AIP Partners C.P.A. Limited,"Part Time, Internship",HKD ($),50 - 65 per hour,2024-09-06
Audit Junior,AIP Partners C.P.A. Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-06
Part Time Account Clerk,AIP Partners C.P.A. Limited,"Part Time, Temporary",HKD ($),50 - 60 per hour,2024-09-06
Software Engineer,Common Analytics Limited,"Full Time, Graduate",HKD ($),25K - 30K per month,2024-09-06
物業顧問(兼職)(彈性工作時間) (Part Time Property Negotiator) (屯門/天水圍),Many Wells Property Agent Limited,"Part Time, Graduate",HKD ($),70 - 80 per hour,2024-08-31
祥益地产管理见习生计划(欢迎准毕业生 / IANG签证人士),Many Wells Property Agent Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
"持牌地產代理(無須經驗,年齡不限)(屯門/天水圍)(Property Consultant/Representative)",Many Wells Property Agent Limited,"Full Time, Graduate",HKD ($),13.6K - 50K per month,2024-08-31
Sales & Marketing Executive (FMCG),Metro Brands Limited,"Full Time, Graduate",HKD ($),13K - 15K per month,2024-08-31
Store Trainee Manager,PARKnSHOP (HK) Limited,"Full Time, Graduate",HKD ($),19.3K - 22.6K per month,2024-09-06
客戶服務助理(兼職)(彈性工作時間) (Part Time Customer Service Assistant) (屯門/天水圍),Many Wells Property Agent Limited,"Part Time, Graduate",HKD ($),55 - 65 per hour,2024-08-31
Customer Services Coordinator,SERVICEONE LIMITED,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-08-31
兼職學習支援幹事(特殊教育)(多名),Tin Shui Wai Methodist College,"Part Time, Temporary",HKD ($),80 - 250 per hour,2024-08-31
R&D Engineer,Jabez Innovation Limited,"Full Time, Graduate",HKD ($),22K - 40K per month,2024-08-31
"Assistant Officer, Corporate Services",Gary Cheng CPA Limited,"Full Time, Graduate",HKD ($),17K - 17.5K per month,2024-09-06
Senior Software Development Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),20K - 50K per month,2024-09-06
Software Development Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Technical Support Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Customer Success Engineer,Bloombase Technologies Limited,"Full Time, Graduate",HKD ($),14K - 20K per month,2024-09-06
Software Testing Engineer Intern,Bloombase Technologies Limited,"Part Time, Internship",HKD ($),8K - 10K per month,2024-09-06
Business Analyst – Smart Logistics,Hong Kong Logistics Technology & Systems Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-09-06
Research Engineer (Intern),Network Guard Limited,"Full Time, Internship",HKD ($),20K - 35K per month,2024-09-06
Wealth Management Trainee,ZIPP Wealth Management Limited,"Management Trainee, Graduate Trainee, Full Time, Graduate",HKD ($),Negotiable,2024-09-06
"Off-cycle Intern, Global Markets (Jan to Apr 2025)",Credit Agricole Corporate and Investment Bank,"Part Time, Internship",HKD ($),Negotiable,2024-09-06
2025 Summer Internship for Global Markets (10 weeks),Credit Agricole Corporate and Investment Bank,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Finance Intern (6-Month Contract),Credit Agricole Corporate and Investment Bank,"Full Time, Internship",HKD ($),Negotiable,2024-09-06
Intern - Marketing Communications,Sinclair Communications Limited,"Part Time, Internship",HKD ($),400 per day,2024-08-31
Assistant Project Engineer,Henley Engineers Limited,"Full Time, Graduate",HKD ($),19K - 25K per month,2024-09-05
"Contract Staff – Customer Due Diligence, CDD Compliance Unit (6-month contract)","CTBC Bank Co., Ltd.","Full Time, Temporary",HKD ($),Negotiable,2024-09-06
Brand Ambassador,Spendsy Limited,"Part Time, Internship",HKD ($),350 - 1K per month,2024-09-06
Assistant Test Engineer,TUV Rheinland HK Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-06
"Accounting Associate, Outsourcing Services",Mazars CPA Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-06
"2024 Graduate Associate, Audit & Assurance",Mazars CPA Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-05
Engineering Intern,Network Guard Limited,"Full Time, Internship",HKD ($),20K - 35K per month,2024-09-06
Assistant Editor 助理編輯 (中學中文科),Pan Lloyds Publishers Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-06
Intern,Schreurs & Bierman Limited,"Part Time, Internship",HKD ($),65 per hour,2024-09-06
Part Time Tutor - Chemistry,ED Pro Learning Centre Limited,"Part Time, Graduate",HKD ($),250 - 350 per hour,2024-08-31
Logistics Coordinator (Shipping arrangement),SF Supply Chain (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Show Coordinator - Diamond & Jewelry,Brink's Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Facility Operation Assistant (for Dream Impact Social Innovation Co-working Space),North Star Calling Company Limited,"Full Time, Graduate",HKD ($),15K - 16K per month,2024-09-06
STEM TUTOR,INTELLIGENT TRAINING CENTER LIMITED,"Full Time, Graduate",HKD ($),Negotiable,2024-09-06
招银网络科技2025校园招聘,"Tongdao Elite (Tianjin) Information Technology Co.,LTD","Full Time, Graduate",CNY (¥),15K - 25K per month,2024-09-05
Legal Text Data Annotation Interns,Hong Kong Generative AI Research and Development Center Limited,"Part Time, Summer",HKD ($),Negotiable,2024-09-05
"Project & Admin Executive(5days work, Office hours:10:00-18:00)",Kindness Support Limited,"Full Time, Graduate",HKD ($),17K - 19K per month,2024-08-31
TRAINEE: Trading Desk Developer,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
TRAINEE: Enterprise Risk Management,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
Associate (Financial PR),IPR Ogilvy Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
财富管理实习生（欢迎IANG/可提供留港工作签证）,ZEBUL INTERNATIONAL CO,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
TRAINEE: CLD KYC Controls Office,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Conservation and Collection),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Senior AI Specialist,Imimr Systems Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Social Marketing Executive,Rubison Digital Solutions Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-09-05
Company Secretarial Officer / Assistant,John Swire & Sons (H.K.) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Accounting Clerk,Honour Lane Shipping Limited,"Full Time, Graduate",HKD ($),14K - 16K per month,2024-09-05
教會關懷貧窮網絡 聘請 傳播主任  (Communication Officer),The Hong Kong Church Network For The Poor Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
"Assistant Property Officer / Property Officer, Commercial Leasing",Lai Sun Development Company Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Graphic/Exhibition Design),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Curatorial Affairs),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Engineer (Civil & Structural) (2024 Graduate Program),Ho Tin & Associates Consulting Engineers Limited,"Full Time, Graduate",HKD ($),22K - 25K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Conservation-Object),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Publishing and Editorial),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
Graduate Intern (Hong Kong Palace Museum – Collection Management),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-05
青年工作員(賽馬會天悅青年空間),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),21.5K - 31.65K per month,2024-09-05
Client Solutions Executive | SEM | Digital Marketing,New iMedia Solutions Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-05
Wealth Management Trainee (Local/Overseas/IANG Fresh Graduate Program),ND INSURANCE AGENCY,"Management Trainee, Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-05
Assistant Editor,Koomen International Company Limited,"Full Time, Graduate",HKD ($),13K - 16K per month,2024-09-05
Project Manager Assistant,Kevin Cheung,"Part Time, Temporary",HKD ($),100 - 150 per hour,2024-08-31
Graduate Trainee (Scheme A 2023 / 2024),Wong & Ouyang (Building Services) Limited,"Full Time, Graduate",HKD ($),23K per month,2024-09-05
Assistant Officer/Officer (Finance),Hong Kong Generative AI Research and Development Center Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Sales Executive,AP Rentals Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-05
Internship - Accounting & Finance,Greater Bay Area Homeland Investments Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-31
Actuarial Intern - Pricing,RGA Reinsurance Company Hong Kong Branch,"Full Time, Internship",HKD ($),Negotiable,2024-09-05
會計主任Accounting Officer,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Financial Planner Internship,Kevin Cheung,"Part Time, Internship",HKD ($),80 - 100 per hour,2024-08-31
IT Systems Internship,Infocan Computer (Hong Kong) Limited,"Part Time, Internship",HKD ($),40 - 50 per hour,2024-09-04
Sales Coordinator,Infocan Computer (Hong Kong) Limited,"Full Time, Graduate",HKD ($),14K - 18K per month,2024-09-05
"Management Trainee/Financial Consultant, Wealth Advisor /Internship",CLC_NC,"Full Time, Graduate",HKD ($),20K - 60K per month,2024-08-28
Development Officer (Communication and Language-related Programmes) (香港青年協會領袖學院),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),34.06K - 44.55K per month,2024-09-05
兼職銷售員,Wilson Communication Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-09-05
市場專員Marketing Specialis,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
外包項目經理（Project manager）,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),13K - 20K per month,2024-08-31
人事專員（人事代理）Human Resources Specialist,香港邦芒服務外包有限公司,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-08-31
Digital Marketing Assistant [Fresh Graduate are Welcome](Social Media/ Online Adv),iBorn Media Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Marketing Trainee,Asia Motion E-Sports Limited,"Part Time, Internship",HKD ($),50 - 90 per hour,2024-08-31
Executive Officer/ Executive Assistant (Reporting Team),Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),18K - 22.5K per month,2024-08-31
Medical Typist,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),18K - 22.5K per month,2024-08-31
Customer Services Associates (Front Desk),Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Health Care Assistant,Trinity Medical Imaging Centre Limited,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-31
Sonographer,Trinity Medical Imaging Centre Limited,"Part Time, Graduate",HKD ($),400 - 800 per hour,2024-08-31
Accounting Assistant (Ref.: CHO-AT),CK Asset Holdings Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Graduate Sales Engineer,Albacastor Technology Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-05
Graduate Engineer (Building / Civil),Lanon Development Limited,"Full Time, Graduate",HKD ($),30K per month,2024-09-05
Junior Database Administrator,VTECH CORPORATE SERVICES LIMITED,"Full Time, Graduate",HKD ($),20K - 35K per month,2024-09-05
律师助理,Chang Tsi & Partners Intellectual Property (HK) Limited,"Full Time, Graduate",HKD ($),12K - 20K per month,2024-09-05
"Recruitment Internship (Listed MNC, Incentive, 2-3 days)",Recruitfirst Limited,"Part Time, Internship",HKD ($),60 - 70 per hour,2024-09-05
Intern (Communications and Public Engagement),T6.COMMUNICATIONS LIMITED,"Part Time, Internship",HKD ($),80 per hour,2024-09-05
General Clerk,AP Rentals Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Accounts Clerk,AP Rentals Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-05
Workshop Administration Assistant,AP Rentals Limited,"Full Time, Graduate",HKD ($),14K - 17K per month,2024-09-05
"Consultant, Industry 4.0+ and AI (Ref: NID286/24, 9769)",Hong Kong Productivity Council,"Full Time, Graduate",HKD ($),30K - 45K per month,2024-08-31
Editor/Project Editor/Executive Editor - Primary & Secondary ELT,Oxford University Press (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-04
Senior Sales Executive / Sales Executive,Oxford University Press (China) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-04
Sales Support Intern,Amadeus Hong Kong Ltd.,"Part Time, Internship",HKD ($),45 per hour,2024-09-04
Sales Support Intern,Amadeus Hong Kong Ltd.,"Full Time, Internship",HKD ($),45 per hour,2024-09-04
.NET Analyst Programmer,Million Tech Development Limited,"Full Time, Graduate",HKD ($),26K - 32K per month,2024-09-04
Project Executive/ Associate Business Analyst,Million Tech Development Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-04
Software Engineer Internship (Part-time),Landcrowd Limited,"Part Time, Internship",HKD ($),720 per day,2024-09-01
《培訓主任》(RSW) [全職],Fruitful Life Training Workshop Limited,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-04
《活動工作員/幹事》(PW) [全職/半職],Fruitful Life Training Workshop Limited,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-04
Engineer / Assistant Engineer (FGS-INST),Fugro Geotechnical Services Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-04
Assistant Geologist / Geotechnical Engineer (SI),Fugro Geotechnical Services Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-04
Marketing Assistant,Smart Education Company Limited,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-08-31
Quantitative Analyst,Ctech Group Limited,"Full Time, Graduate",HKD ($),30K - 50K per month,2024-09-04
Assistant Examination Services Officer (Customer Service Focus),IDP Education Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
